ID,Name,Concepticon_ID,Concepticon_Gloss,Core_list,Semantic_category,Semantic_field,Borrowed_score,Age_score,Simplicity_score
15-81,heavy,1210,HEAVY,yes,Adjective,Sense perception,0.0894039735099,0.883443708609,0.900662251656
15-82,light(1),1052,LIGHT (WEIGHT),yes,Adjective,Sense perception,0.0775862068966,0.838793103448,0.853448275862
15-83,wet,1726,WET,yes,Adjective,Sense perception,0.0975,0.855,0.875
15-84,dry,1398,DRY,yes,Adjective,Sense perception,0.0842696629213,0.844943820225,0.837078651685
15-85,hot,1286,HOT,yes,Adjective,Sense perception,0.0858938547486,0.84748603352,0.849162011173
15-851,warm,1232,WARM,yes,Adjective,Sense perception,0.0901287553648,0.830042918455,0.871244635193
15-86,cold,1287,COLD,yes,Adjective,Sense perception,0.0994897959184,0.870408163265,0.877551020408
15-87,clean,704,CLEAN,yes,Adjective,Sense perception,0.13876146789,0.810091743119,0.827981651376
15-88,dirty,1230,DIRTY,yes,Adjective,Sense perception,0.133757961783,0.796815286624,0.824840764331
16-11,the soul or spirit,811,SOUL,yes,Noun,Emotions and values,0.399671052632,0.892434210526,0.935855263158
16-15,surprised or astonished,1572,SURPRISED,yes,Adjective,Emotions and values,0.230392156863,0.761764705882,0.745098039216
16-18,the good luck,720,GOOD LUCK,yes,Noun,Emotions and values,0.440414507772,0.779274611399,0.80310880829
16-19,the bad luck,56,BAD LUCK,yes,Noun,Emotions and values,0.225609756098,0.801219512195,0.689024390244
16-23,happy,1495,HAPPY,yes,Adjective,Emotions and values,0.181415929204,0.779646017699,0.796460176991
16-25,to laugh,1355,LAUGH,yes,Verb,Emotions and values,0.0581395348837,0.837209302326,0.90988372093
16-251,to smile,1451,SMILE,yes,Verb,Emotions and values,0.1375,0.785,0.728125
16-26,to play,1413,PLAY,yes,Verb,Emotions and values,0.0426829268293,0.826829268293,0.853658536585
16-27,to love,923,LOVE,yes,Verb,Emotions and values,0.153241650295,0.837328094303,0.840864440079
16-29,to kiss,578,KISS,yes,Verb,Emotions and values,0.196132596685,0.827624309392,0.817679558011
16-3,to embrace,928,EMBRACE,yes,Verb,Emotions and values,0.18045112782,0.821804511278,0.832706766917
16-31,the pain,1783,PAIN,yes,Noun,Emotions and values,0.12380952381,0.808571428571,0.783333333333
16-32,the grief,1668,GRIEF,yes,Noun,Emotions and values,0.337370242215,0.775778546713,0.787197231834
16-33,the anxiety,1000,ANXIETY,yes,Noun,Emotions and values,0.145328719723,0.773356401384,0.700692041522
16-34,to regret or be sorry,1875,REGRET,yes,Verb,Emotions and values,0.269033674963,0.816251830161,0.738286969253
16-35,the pity,1141,PITY,yes,Noun,Emotions and values,0.3046875,0.7890625,0.755859375
16-37,to cry,1839,CRY,yes,Verb,Emotions and values,0.12915851272,0.868101761252,0.920743639922
16-38,the tear,1651,TEAR (OF EYE),yes,Noun,Emotions and values,0.0625,0.8125,0.81875
16-39,to groan,716,GROAN,yes,Verb,Emotions and values,0.140718562874,0.795209580838,0.850299401198
16-41,to hate,1607,HATE,yes,Verb,Emotions and values,0.109826589595,0.821965317919,0.777456647399
16-42,the anger,82,ANGER,yes,Noun,Emotions and values,0.216165413534,0.830827067669,0.821428571429
16-44,the envy or jealousy,40,ENVY,yes,Noun,Emotions and values,0.286956521739,0.81652173913,0.804347826087
16-45,the shame,1776,SHAME,yes,Noun,Emotions and values,0.116666666667,0.824444444444,0.844444444444
16-48,proud,174,PROUD,yes,Adjective,Emotions and values,0.325301204819,0.812048192771,0.759036144578
16-51,to dare,1779,DARE,yes,Verb,Emotions and values,0.2421875,0.83125,0.796875
16-52,brave,3,BRAVE,yes,Adjective,Emotions and values,0.284638554217,0.747891566265,0.756024096386
16-53,the fear,781,FEAR (FRIGHT),yes,Noun,Emotions and values,0.120879120879,0.889010989011,0.848901098901
16-54,the danger,1810,DANGER,yes,Noun,Emotions and values,0.358851674641,0.810526315789,0.852870813397
16-62,to want,1784,WANT,yes,Verb,Emotions and values,0.123794212219,0.830225080386,0.831189710611
16-622,to choose,1750,CHOOSE,yes,Verb,Emotions and values,0.143369175627,0.834408602151,0.838709677419
16-63,to hope,3212,HOPE (SOMETHING),yes,Verb,Emotions and values,0.24449339207,0.800440528634,0.748898678414
16-65,faithful,100,FAITHFUL,yes,Adjective,Emotions and values,0.212658227848,0.770379746835,0.630379746835
16-66,true,1657,TRUE,yes,Adjective,Emotions and values,0.228571428571,0.836,0.867619047619
16-67,to lie(2),601,LIE (MISLEAD),yes,Verb,Emotions and values,0.0943396226415,0.768867924528,0.768867924528
16-68,the deceit,13,DECEIT,yes,Noun,Emotions and values,0.166666666667,0.749382716049,0.740740740741
16-69,to forgive,1528,FORGIVE,yes,Verb,Emotions and values,0.342592592593,0.825925925926,0.706790123457
16-71,good,1035,GOOD,yes,Adjective,Emotions and values,0.107212475634,0.869005847953,0.945419103314
16-72,bad,1292,BAD,yes,Adjective,Emotions and values,0.0874558303887,0.804240282686,0.863957597173
16-73,right(2),1725,CORRECT (RIGHT),yes,Adjective,Emotions and values,0.265695067265,0.867488789238,0.883408071749
16-74,wrong,1390,WRONG,yes,Adjective,Emotions and values,0.160642570281,0.834939759036,0.706827309237
16-76,the fault,134,FAULT,yes,Noun,Emotions and values,0.423398328691,0.787743732591,0.888579387187
16-77,the mistake,1293,MISTAKE,yes,Noun,Emotions and values,0.191066997519,0.798014888337,0.744416873449
16-78,the blame,381,BLAME,yes,Noun,Emotions and values,0.324396782842,0.793565683646,0.793565683646
16-79,the praise,1687,PRAISE,yes,Noun,Emotions and values,0.196428571429,0.794047619048,0.738095238095
16-81,beautiful,1427,BEAUTIFUL,yes,Adjective,Emotions and values,0.217028380634,0.854424040067,0.836393989983
16-82,ugly,1548,UGLY,yes,Adjective,Emotions and values,0.249087591241,0.81204379562,0.760948905109
16-83,greedy,2018,GREEDY,yes,Adjective,Emotions and values,0.28901734104,0.787283236994,0.797687861272
16-84,clever,1310,CLEVER,yes,Adjective,Emotions and values,0.229440789474,0.849013157895,0.844572368421
17-11,the mind,1562,MIND,yes,Noun,Cognition,0.275061124694,0.88337408313,0.897310513447
17-13,to think(1),1415,THINK (REFLECT),yes,Verb,Cognition,0.225118483412,0.773301737757,0.783767772512
17-14,to think(2),1513,THINK (BELIEVE),yes,Verb,Cognition,0.206131078224,0.822938689218,0.838530655391
17-15,to believe,1890,BELIEVE,yes,Verb,Cognition,0.369897959184,0.830357142857,0.890306122449
17-16,to understand,1536,UNDERSTAND,yes,Verb,Cognition,0.288348371911,0.845821890938,0.76108277756
17-17,to know,1410,KNOW (SOMETHING),yes,Verb,Cognition,0.0666936135812,0.871059013743,0.907841552142
17-171,to guess,1932,GUESS,yes,Verb,Cognition,0.224696356275,0.811740890688,0.793522267206
17-172,to imitate,117,IMITATE,yes,Verb,Cognition,0.226744186047,0.795348837209,0.790697674419
17-18,to seem,1521,SEEM,yes,Verb,Cognition,0.103346456693,0.811023622047,0.746062992126
17-19,the idea,1609,IDEA,yes,Noun,Cognition,0.493307839388,0.804397705545,0.78776290631
17-21,wise,698,WISE,yes,Adjective,Cognition,0.220588235294,0.825882352941,0.732352941176
17-22,stupid,1518,STUPID,yes,Adjective,Cognition,0.360619469027,0.805309734513,0.926991150442
17-23,mad,1899,MAD,yes,Adjective,Cognition,0.160087719298,0.810526315789,0.820175438596
17-24,to learn,504,LEARN,yes,Verb,Cognition,0.259637188209,0.820181405896,0.845804988662
17-242,to study,1929,STUDY,yes,Verb,Cognition,0.42209631728,0.740226628895,0.747875354108
17-25,to teach,709,TEACH,yes,Verb,Cognition,0.10251450677,0.844294003868,0.766924564797
17-26,the pupil,753,PUPIL (STUDENT),yes,Noun,Cognition,0.338888888889,0.764444444444,0.661111111111
17-27,the teacher,1038,TEACHER,yes,Noun,Cognition,0.512931034483,0.798275862069,0.780172413793
17-28,the school,673,SCHOOL,yes,Noun,Cognition,0.690273037543,0.80409556314,0.836177474403
17-31,to remember,707,REMEMBER,yes,Verb,Cognition,0.137665198238,0.76872246696,0.662995594714
17-32,to forget,1523,FORGET,yes,Verb,Cognition,0.0708661417323,0.868503937008,0.772637795276
17-34,clear,989,CLEAR,yes,Adjective,Cognition,0.302083333333,0.802083333333,0.828125
17-35,obscure,1764,OBSCURE,yes,Adjective,Cognition,0.13875,0.7555,0.6775
17-36,secret,1121,SECRET,yes,Adjective,Cognition,0.365625,0.805,0.76875
17-37,certain,509,CERTAIN,yes,Adjective,Cognition,0.325379609544,0.820607375271,0.836225596529
17-38,to explain,1626,EXPLAIN,yes,Verb,Cognition,0.283783783784,0.821621621622,0.743243243243
17-41,the intention,1162,INTENTION,yes,Noun,Cognition,0.445269016698,0.792393320965,0.78293135436
17-42,the cause,860,CAUSE,yes,Noun,Cognition,0.491183879093,0.793450881612,0.867758186398
17-43,the doubt,1308,DOUBT,yes,Noun,Cognition,0.442857142857,0.791428571429,0.771428571429
17-44,to suspect,1841,SUSPECT,yes,Verb,Cognition,0.388157894737,0.760526315789,0.763157894737
17-441,to betray,1902,BETRAY,yes,Verb,Cognition,0.362068965517,0.802586206897,0.696120689655
17-45,the need or necessity,643,NEED (NOUN),yes,Noun,Cognition,0.289090909091,0.841090909091,0.765454545455
17-46,easy,686,EASY,yes,Adjective,Cognition,0.367219917012,0.836099585062,0.796680497925
17-47,difficult,584,DIFFICULT,yes,Adjective,Cognition,0.25,0.844375,0.85
17-48,to try,1812,TRY,yes,Verb,Cognition,0.353535353535,0.812121212121,0.828282828283
17-49,the manner,488,MANNER,yes,Noun,Cognition,0.345744680851,0.834042553191,0.946808510638
17-51,and,1577,AND,yes,Function word,Cognition,0.190959409594,0.864206642066,0.988929889299
17-52,because,1157,BECAUSE,yes,Function word,Cognition,0.354368932039,0.801941747573,0.839805825243
17-53,if,1459,IF,yes,Function word,Cognition,0.162295081967,0.810163934426,0.940983606557
17-54,or,1014,OR,yes,Function word,Cognition,0.39175257732,0.787628865979,0.969072164948
17-55,yes,1268,YES,yes,Function word,Cognition,0.136363636364,0.829166666667,0.982954545455
17-56,no,1269,NO,yes,Function word,Cognition,0.159090909091,0.840909090909,0.960227272727
17-61,how?,1239,HOW,yes,Function word,Cognition,0.0204280155642,0.803891050584,0.812256809339
17-62,how many?,3450,HOW MANY PIECES,yes,Function word,Cognition,0.0608108108108,0.867027027027,0.805405405405
17-63,how much?,531,HOW MUCH,yes,Function word,Cognition,0.0541666666667,0.833333333333,0.8
17-64,what?,1236,WHAT,yes,Function word,Cognition,0.0292397660819,0.823391812865,0.938596491228
17-65,when?,1238,WHEN,yes,Function word,Cognition,0.0473684210526,0.815789473684,0.821052631579
17-66,where?,1237,WHERE,yes,Function word,Cognition,0.00263157894737,0.795789473684,0.831578947368
17-67,which?,727,WHICH,yes,Function word,Cognition,0.0059880239521,0.816766467066,0.832335329341
17-68,who?,1235,WHO,yes,Function word,Cognition,0.0323741007194,0.847841726619,0.923561151079
17-69,why?,1270,WHY,yes,Function word,Cognition,0.0051724137931,0.776551724138,0.704310344828
18-11,the voice,1363,VOICE,yes,Noun,Speech and language,0.265171503958,0.859102902375,0.972295514512
18-12,to sing,1261,SING,yes,Verb,Speech and language,0.056420233463,0.835408560311,0.807392996109
18-13,to shout,715,SHOUT,yes,Verb,Speech and language,0.104651162791,0.78992248062,0.873062015504
18-15,to whisper,55,WHISPER,yes,Verb,Speech and language,0.157894736842,0.809210526316,0.763157894737
18-16,to mumble,128,MUMBLE,yes,Verb,Speech and language,0.0945945945946,0.771621621622,0.837837837838
18-17,to whistle,1025,WHISTLE,yes,Verb,Speech and language,0.142105263158,0.801052631579,0.826315789474
18-18,to shriek,298,SHRIEK,yes,Verb,Speech and language,0.184397163121,0.757919621749,0.859338061466
18-19,to howl,526,HOWL,yes,Verb,Speech and language,0.0379746835443,0.85164556962,0.849367088608
18-21,to speak or talk,1623,SPEAK,yes,Verb,Speech and language,0.0925373134328,0.805671641791,0.764925373134
18-211,to stutter or stammer,1866,STUTTER,yes,Verb,Speech and language,0.126373626374,0.794505494505,0.78021978022
18-22,to say,1458,SAY,yes,Verb,Speech and language,0.0277264325323,0.839926062847,0.927911275416
18-221,to tell,1711,TELL,yes,Verb,Speech and language,0.137855579869,0.785557986871,0.770240700219
18-222,the speech,1115,SPEECH,yes,Noun,Speech and language,0.335784313725,0.806617647059,0.75
18-23,to be silent,48,BE SILENT,yes,Verb,Speech and language,0.0736607142857,0.740178571429,0.744419642857
18-24,the language,1307,LANGUAGE,yes,Noun,Speech and language,0.306818181818,0.842613636364,0.867897727273
18-26,the word,1599,WORD,yes,Noun,Speech and language,0.2542997543,0.835380835381,0.937346437346
18-28,the name,1405,NAME,yes,Noun,Speech and language,0.0852272727273,0.881818181818,0.954545454545
18-31,to ask(1),1309,ASK (INQUIRE),yes,Verb,Speech and language,0.131632653061,0.82612244898,0.889795918367
18-32,to answer,1275,ANSWER,yes,Verb,Speech and language,0.216300940439,0.84670846395,0.761755485893
18-33,to admit,2022,ADMIT,yes,Verb,Speech and language,0.364016736402,0.816736401674,0.695606694561
18-34,to deny,755,DENY,yes,Verb,Speech and language,0.365517241379,0.834482758621,0.806896551724
18-35,to ask(2),1828,ASK (REQUEST),yes,Verb,Speech and language,0.0913043478261,0.844782608696,0.882608695652
18-36,to promise,1675,PROMISE,yes,Verb,Speech and language,0.321428571429,0.815584415584,0.701298701299
18-37,to refuse,49,REFUSE,yes,Verb,Speech and language,0.200729927007,0.81897810219,0.740875912409
18-38,to forbid,83,FORBID,yes,Verb,Speech and language,0.322207084469,0.792370572207,0.775204359673
18-39,to scold,299,SCOLD,yes,Verb,Speech and language,0.166666666667,0.839047619048,0.814285714286
18-41,to call(1),1084,CALL,yes,Verb,Speech and language,0.109669811321,0.819811320755,0.819575471698
18-42,to call(2),180,CALL BY NAME,yes,Verb,Speech and language,0.0801526717557,0.796183206107,0.693702290076
18-43,to announce,9,ANNOUNCE,yes,Verb,Speech and language,0.235181644359,0.802676864245,0.730401529637
18-44,to threaten,1192,THREATEN,yes,Verb,Speech and language,0.122448979592,0.81387755102,0.748979591837
18-45,to boast,101,BOAST,yes,Verb,Speech and language,0.0769230769231,0.796153846154,0.653846153846
18-51,to write,1672,WRITE,yes,Verb,Speech and language,0.288747346072,0.825690021231,0.893842887473
18-52,to read,724,READ,yes,Verb,Speech and language,0.433544303797,0.825316455696,0.870253164557
18-56,the paper,648,PAPER,yes,Noun,Speech and language,0.719524617997,0.847470288625,0.995246179966
18-57,the pen,794,PEN,yes,Noun,Speech and language,0.726804123711,0.815463917526,0.896907216495
18-61,the book,963,BOOK,yes,Noun,Speech and language,0.62179685088,0.857425131213,0.982710713183
18-67,the poet,1045,POET,yes,Noun,Speech and language,0.375,0.803125,0.7109375
18-71,the flute,777,FLUTE,yes,Noun,Speech and language,0.332608695652,0.844782608696,0.947826086957
18-72,the drum,908,DRUM,yes,Noun,Speech and language,0.394444444444,0.806666666667,0.972222222222
18-73,the horn or trumpet,2136,BRASS INSTRUMENT (HORN OR TRUMPET),yes,Noun,Speech and language,0.46837944664,0.786956521739,0.916996047431
18-74,the rattle,300,RATTLE,yes,Noun,Speech and language,0.19696969697,0.79696969697,0.856060606061
19-11,the country,1300,COUNTRY,yes,Noun,Social and political relations,0.480088495575,0.833069399162,0.911970190964
19-12,the native country,89,NATIVE COUNTRY,yes,Noun,Social and political relations,0.166666666667,0.736666666667,0.583333333333
19-15,the town,1391,TOWN,yes,Noun,Social and political relations,0.467567567568,0.817297297297,0.902702702703
19-16,the village,930,VILLAGE,yes,Noun,Social and political relations,0.288718929254,0.844741873805,0.891013384321
19-17,the boundary,1010,BOUNDARY,yes,Noun,Social and political relations,0.433012583272,0.766765358993,0.861213915618
19-21,the people,789,PEOPLE,yes,Noun,Social and political relations,0.378486055777,0.820717131474,0.820717131474
19-23,the clan,302,CLAN,yes,Noun,Social and political relations,0.448936170213,0.794468085106,0.891489361702
19-24,the chieftain,301,CHIEFTAIN,yes,Noun,Social and political relations,0.344481180061,0.821719226857,0.777466937945
19-25,the walking stick,1296,WALKING STICK,yes,Noun,Social and political relations,0.244565217391,0.807608695652,0.885869565217
19-31,to rule or govern,1846,RULE,yes,Verb,Social and political relations,0.37556561086,0.838914027149,0.703619909502
19-32,the king,1508,KING,yes,Noun,Social and political relations,0.529069767442,0.810720363018,0.930516165627
19-33,the queen,1306,QUEEN,yes,Noun,Social and political relations,0.320306362922,0.812647289866,0.714061272584
19-36,the noble,482,NOBLE,yes,Noun,Social and political relations,0.378151260504,0.801680672269,0.714285714286
19-37,the citizen,1032,CITIZEN,yes,Noun,Social and political relations,0.434210526316,0.8125,0.697368421053
19-41,the master,383,MASTER,yes,Noun,Social and political relations,0.383413461538,0.878846153846,0.908653846154
19-42,the slave,812,SLAVE,yes,Noun,Social and political relations,0.378571428571,0.822857142857,0.857142857143
19-43,the servant,255,SERVANT,yes,Noun,Social and political relations,0.355769230769,0.7875,0.788461538462
19-44,the freeman,384,FREEMAN,yes,Noun,Social and political relations,0.25,0.752747252747,0.620879120879
19-45,to command or order,1998,COMMAND,yes,Verb,Social and political relations,0.421532846715,0.811313868613,0.764598540146
19-46,to obey,1635,OBEY,yes,Verb,Social and political relations,0.113100848256,0.799717247879,0.63548539114
19-47,to permit,1003,PERMIT,yes,Verb,Social and political relations,0.258928571429,0.807738095238,0.731150793651
19-51,the friend,1325,FRIEND,yes,Noun,Social and political relations,0.413385826772,0.813385826772,0.929133858268
19-52,the enemy,1358,ENEMY,yes,Noun,Social and political relations,0.445652173913,0.826086956522,0.847826086957
19-54,the neighbour,1332,NEIGHBOUR,yes,Noun,Social and political relations,0.205128205128,0.805128205128,0.769230769231
19-55,the stranger,791,STRANGER,yes,Noun,Social and political relations,0.222,0.784,0.706
19-56,the guest,1782,GUEST,yes,Noun,Social and political relations,0.26267281106,0.864516129032,0.875576036866
19-57,the host,1545,HOST,yes,Noun,Social and political relations,0.205965909091,0.734659090909,0.661931818182
19-58,to help,1897,HELP,yes,Verb,Social and political relations,0.218579234973,0.814207650273,0.814207650273
19-59,to prevent,1550,PREVENT,yes,Verb,Social and political relations,0.237871107893,0.777986965967,0.755611875453
19-61,the custom,1747,CUSTOM,yes,Noun,Social and political relations,0.466292134831,0.796629213483,0.842696629213
19-62,the quarrel,1848,QUARREL,yes,Noun,Social and political relations,0.184322033898,0.81186440678,0.728813559322
19-63,the plot,2024,PLOT,yes,Noun,Social and political relations,0.329365079365,0.834920634921,0.714285714286
19-65,to meet,1831,MEET,yes,Verb,Social and political relations,0.0754716981132,0.773270440252,0.742924528302
19-72,the prostitute,1610,PROSTITUTE,yes,Noun,Social and political relations,0.348360655738,0.785245901639,0.803278688525
20-11,to fight,1423,FIGHT,yes,Verb,Warfare and hunting,0.132352941176,0.818885448916,0.721362229102
20-13,the war or battle,579,BATTLE,yes,Noun,Warfare and hunting,0.341205211726,0.793811074919,0.882736156352
20-14,the peace,1338,PEACE,yes,Noun,Warfare and hunting,0.38961038961,0.866233766234,0.798701298701
20-15,the army,1561,ARMY,yes,Noun,Warfare and hunting,0.562765957447,0.803829787234,0.846808510638
20-17,the soldier,1941,SOLDIER,yes,Noun,Warfare and hunting,0.577181208054,0.785906040268,0.869127516779
20-21,the weapons,951,WEAPONS,yes,Noun,Warfare and hunting,0.33950617284,0.801234567901,0.79012345679
20-22,the club,1763,CLUB,yes,Noun,Warfare and hunting,0.369020501139,0.762870159453,0.945330296128
20-222,the battle-axe,386,BATTLE-AXE,yes,Noun,Warfare and hunting,0.258064516129,0.816129032258,0.677419354839
20-23,the sling,387,SLING,yes,Noun,Warfare and hunting,0.314102564103,0.789743589744,0.826923076923
20-24,the bow,994,BOW,yes,Noun,Warfare and hunting,0.157534246575,0.861643835616,0.91095890411
20-25,the arrow,977,ARROW,yes,Noun,Warfare and hunting,0.191358024691,0.820987654321,0.913580246914
20-26,the spear,945,SPEAR,yes,Noun,Warfare and hunting,0.253048780488,0.784146341463,0.963414634146
20-27,the sword,1535,SWORD,yes,Noun,Warfare and hunting,0.445945945946,0.832432432432,0.939189189189
20-28,the gun,1566,GUN,yes,Noun,Warfare and hunting,0.590909090909,0.834343434343,0.949494949495
20-31,the armour,1061,ARMOUR,yes,Noun,Warfare and hunting,0.37,0.856,0.79
20-33,the helmet,1680,HELMET,yes,Noun,Warfare and hunting,0.363636363636,0.806060606061,0.871212121212
20-34,the shield,1064,SHIELD,yes,Noun,Warfare and hunting,0.224137931034,0.815517241379,0.922413793103
20-35,the fortress,1938,FORTRESS,yes,Noun,Warfare and hunting,0.483333333333,0.793333333333,0.833333333333
20-36,the tower,1671,TOWER,yes,Noun,Warfare and hunting,0.5,0.783870967742,0.879032258065
20-41,the victory,783,VICTORY,yes,Noun,Warfare and hunting,0.326923076923,0.835897435897,0.74358974359
20-42,the defeat,782,DEFEAT,yes,Noun,Warfare and hunting,0.223880597015,0.837313432836,0.716417910448
20-43,the attack,722,ATTACK,yes,Noun,Warfare and hunting,0.326388888889,0.809722222222,0.722222222222
20-44,to defend,1330,DEFEND,yes,Verb,Warfare and hunting,0.191011235955,0.814831460674,0.755056179775
20-45,to retreat,421,RETREAT,yes,Verb,Warfare and hunting,0.126811594203,0.826086956522,0.708937198068
20-46,to surrender,1696,SURRENDER,yes,Verb,Warfare and hunting,0.213235294118,0.845588235294,0.625
20-47,the captive or prisoner,1072,PRISONER,yes,Noun,Warfare and hunting,0.392857142857,0.818095238095,0.704761904762
20-471,the guard,1940,GUARD,yes,Noun,Warfare and hunting,0.432291666667,0.7625,0.755208333333
20-48,the booty,1022,BOOTY,yes,Noun,Warfare and hunting,0.271306818182,0.818181818182,0.761363636364
20-49,the ambush,65,AMBUSH,yes,Noun,Warfare and hunting,0.173387096774,0.770967741935,0.758064516129
20-51,the fisherman,1858,FISHERMAN,yes,Noun,Warfare and hunting,0.178571428571,0.764285714286,0.589285714286
20-52,the fishhook,1074,FISHHOOK,yes,Noun,Warfare and hunting,0.184931506849,0.806849315068,0.821917808219
20-53,the fishing line,19,FISHING LINE,yes,Noun,Warfare and hunting,0.252155172414,0.740948275862,0.702586206897
20-54,the fishnet,388,FISHNET,yes,Noun,Warfare and hunting,0.263157894737,0.826315789474,0.842105263158
20-55,the fish trap,389,FISH TRAP,yes,Noun,Warfare and hunting,0.229166666667,0.791666666667,0.854166666667
20-56,the bait,2013,BAIT,yes,Noun,Warfare and hunting,0.153488372093,0.801860465116,0.883720930233
20-61,to hunt,1435,HUNT,yes,Verb,Warfare and hunting,0.0952088452088,0.772645372645,0.833128583129
20-62,to shoot,1172,SHOOT,yes,Verb,Warfare and hunting,0.0927750410509,0.813957307061,0.805418719212
20-63,to miss,161,MISS (A TARGET),yes,Verb,Warfare and hunting,0.158407798538,0.832250203087,0.780666125102
20-64,the trap,1075,TRAP (PITFALL),yes,Noun,Warfare and hunting,0.235494880546,0.843003412969,0.933447098976
20-65,to trap,1170,TRAP (CATCH),yes,Verb,Warfare and hunting,0.0574712643678,0.802825670498,0.754549808429
21-11,the law,1062,LAW,yes,Noun,Law,0.630136986301,0.820547945205,0.917808219178
21-15,the court,1068,COURT,yes,Noun,Law,0.547210300429,0.782832618026,0.835836909871
12-013,at,1461,AT,yes,Function word,Spatial relations,0.0527638190955,0.885427135678,1.0
21-16,to adjudicate,1818,ADJUDICATE,yes,Verb,Law,0.307189542484,0.797385620915,0.709150326797
21-17,the judgment,1067,JUDGMENT,yes,Noun,Law,0.382271468144,0.756786703601,0.691135734072
21-18,the judge,861,JUDGE,yes,Noun,Law,0.544871794872,0.774358974359,0.788461538462
21-21,the plaintiff,2020,PLAINTIFF,yes,Noun,Law,0.282258064516,0.777419354839,0.588709677419
21-22,the defendant,1034,DEFENDANT,yes,Noun,Law,0.195652173913,0.740579710145,0.565217391304
21-23,the witness,1144,WITNESS,yes,Noun,Law,0.576388888889,0.808333333333,0.770833333333
21-24,to swear,1939,SWEAR,yes,Verb,Law,0.235915492958,0.807042253521,0.767605633803
21-25,the oath,1712,OATH,yes,Noun,Law,0.222222222222,0.827777777778,0.777777777778
21-31,to accuse,1814,ACCUSE,yes,Verb,Law,0.359550561798,0.796629213483,0.713483146067
21-32,to condemn,484,CONDEMN,yes,Verb,Law,0.468992248062,0.881395348837,0.713178294574
21-33,to convict,983,CONVICT,yes,Verb,Law,0.213559322034,0.809491525424,0.58813559322
21-34,to acquit,988,ACQUIT,yes,Verb,Law,0.19397993311,0.752508361204,0.709030100334
21-35,guilty,1682,GUILTY,yes,Adjective,Law,0.355128205128,0.845128205128,0.669230769231
21-36,innocent,90,INNOCENT,yes,Adjective,Law,0.312138728324,0.775144508671,0.621387283237
21-37,the penalty or punishment,390,PUNISHMENT,yes,Noun,Law,0.613382899628,0.83717472119,0.832713754647
21-38,the fine,218,FINE (PENALTY),yes,Noun,Law,0.536231884058,0.784057971014,0.847826086957
21-39,the prison,1281,PRISON,yes,Noun,Law,0.510204081633,0.783673469388,0.836734693878
21-42,the murder,845,MURDER,yes,Noun,Law,0.140425531915,0.805957446809,0.634042553191
21-43,the adultery,902,ADULTERY,yes,Noun,Law,0.369565217391,0.85652173913,0.739130434783
21-44,the rape,953,RAPE,yes,Noun,Law,0.328767123288,0.78904109589,0.657534246575
21-46,the arson,1889,ARSON,yes,Noun,Law,0.128424657534,0.787671232877,0.592465753425
21-47,the perjury,1792,PERJURY,yes,Noun,Law,0.19387755102,0.74693877551,0.612244897959
21-51,to steal,713,STEAL,yes,Verb,Law,0.130637636081,0.848367029549,0.864696734059
21-52,the thief,1160,THIEF,yes,Noun,Law,0.173267326733,0.823762376238,0.742574257426
22-11,the religion,661,RELIGION,yes,Noun,Religion and belief,0.646666666667,0.822666666667,0.833333333333
22-12,the god,3231,DEITY,yes,Noun,Religion and belief,0.365853658537,0.871428571429,0.905923344948
22-13,the temple,911,TEMPLE,yes,Noun,Religion and belief,0.616438356164,0.853424657534,0.849315068493
22-14,the altar,853,ALTAR,yes,Noun,Religion and belief,0.686440677966,0.822033898305,0.881355932203
22-15,the sacrifice,1103,SACRIFICE,yes,Noun,Religion and belief,0.363095238095,0.754761904762,0.755952380952
22-16,to worship,257,WORSHIP,yes,Verb,Religion and belief,0.252808988764,0.761797752809,0.674157303371
22-17,to pray,24,PRAY,yes,Verb,Religion and belief,0.379310344828,0.811494252874,0.790229885057
22-18,the priest,852,PRIEST,yes,Noun,Religion and belief,0.621495327103,0.804672897196,0.859813084112
22-19,holy,1702,HOLY,yes,Adjective,Religion and belief,0.286480686695,0.836480686695,0.768240343348
22-22,to preach,304,PREACH,yes,Verb,Religion and belief,0.584615384615,0.82,0.792307692308
22-23,to bless,391,BLESS,yes,Verb,Religion and belief,0.289473684211,0.760526315789,0.736842105263
22-24,to curse,8,CURSE,yes,Verb,Religion and belief,0.168604651163,0.76511627907,0.767441860465
22-26,to fast,303,ABSTAIN FROM FOOD,yes,Verb,Religion and belief,0.295275590551,0.756692913386,0.616141732283
22-31,the heaven,1565,HEAVEN,yes,Noun,Religion and belief,0.383096003675,0.802480477722,0.765732659623
22-32,the hell,878,HELL,yes,Noun,Religion and belief,0.492829204694,0.802868318123,0.835723598435
22-35,the demon,1973,DEMON,yes,Noun,Religion and belief,0.443661971831,0.839436619718,0.87323943662
22-37,the idol,1945,IDOL,yes,Noun,Religion and belief,0.375,0.802083333333,0.822916666667
22-42,the magic,392,MAGIC,yes,Noun,Religion and belief,0.336021505376,0.824731182796,0.768817204301
22-43,the sorcerer or witch,2137,MAGICIAN,yes,Noun,Religion and belief,0.230243161094,0.807598784195,0.699088145897
22-44,the fairy or elf,3206,ELF OR FAIRY,yes,Noun,Religion and belief,0.4875,0.845,0.8125
22-45,the ghost,1175,GHOST,yes,Noun,Religion and belief,0.302013422819,0.807718120805,0.856543624161
